id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
57653	women entrepreneurs	0.48	0.5425	2	116	214	104	2021.0192	10.2981	1.1159
57723	women's health	-0.7711	-0.0449	1	225	471	22	2018.2727	17.7273	1.047
57758	womens employment	0.039	0.6496	2	106	171	31	2019.9355	12.6774	2.2018
57762	womens status	0.135	0.7204	2	188	460	72	2020.3056	18.3194	2.0659
57838	work	-0.4475	-0.0141	3	283	547	37	2019.027	18.7027	1.1353
57877	work environment	-0.3847	-0.012	3	256	578	34	2020.1471	10.9412	1.0069
57939	work-family conflict	0.1051	0.0506	3	114	202	49	2019.9184	7.6531	0.7896
57966	work-life balance	0.0374	-0.1199	3	179	388	69	2019.6232	10.4493	0.7903
58003	worker	-0.5747	0.2492	3	285	686	36	2019.4444	11.5556	0.8967
58026	workflow	-0.0345	-0.6284	1	140	220	13	2019.8462	13.6154	1.0064
58033	workforce	-0.2539	-0.428	1	249	437	26	2020.7692	8.7308	0.9501
58054	working conditions	-0.2317	0.1715	3	187	305	25	2019.64	8.04	0.5932
58081	workload	-0.6475	-0.1114	3	178	322	18	2020.0556	11.1111	1.1681
58084	workplace	-0.4224	0.0629	3	403	1125	79	2019.4051	23.6456	1.5156
58160	world health organization	-0.3783	0.249	3	166	241	13	2020.1538	13.6923	1.3237
58300	young adult	-0.7977	0.344	3	606	3136	132	2019.4924	14.6591	1.1745
